"IT" "EVALUATIONS" "TIME" "BEST_F" "BEST_VALIDATION" "BEST_C_ERROR" "AVERAGE_F" "AVERAGE_VALIDATION" "AVERAGE_C_ERROR" "BEST_DEPTH" "AVERAGE_DEPTH" "BEST_SIZE" "AVERAGE_SIZE" "BEST_AGE" "AVERAGE_AGE" "X" "FOLD"
"11" 10 0 975561 25317 4333 0 28308.71875 4353 0 4 4.125 9 12.0625 1 4.34375 "AND  device_owned_by=>COMPANY OR  device_screen_timeout<1703 THEN=GRANTED|AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"12" 11 0 1054766 25317 4333 0 28074.4375 4405.75 0 4 4.15625 9 12.25 2 4.90625 "AND  device_owned_by=>COMPANY OR  device_screen_timeout<1703 THEN=GRANTED|AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"13" 12 0 1101781 25317 4333 0 27869.1875 4449.78125 0 4 4.1875 9 12.375 3 5.4375 "AND  device_owned_by=>COMPANY OR  device_screen_timeout<1703 THEN=GRANTED|AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true AND  bluetoothConnected=false OR  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"14" 13 0 1171549 24902 4348 0 27357.1875 4429.4375 0 4 4.1875 9 11.6875 1 5.34375 "OR NOT device_owned_by=>COMPANY AND NOT device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT event_type=>SECURITY_PROPERTY_CHANGED OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"15" 14 0 1232547 24902 4348 0 27156.59375 4381.03125 0 4 4.15625 9 11.125 2 5.375 "OR NOT device_owned_by=>COMPANY AND NOT device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT event_type=>SECURITY_PROPERTY_CHANGED OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"16" 15 0 1295734 24902 4348 0 26930.5625 4390.25 0 4 4.15625 9 11 3 5.6875 "OR NOT device_owned_by=>COMPANY AND NOT device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT event_type=>SECURITY_PROPERTY_CHANGED OR  bluetoothConnected=true AND NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"17" 16 0 1337730 24795 4635 0 26682.53125 4408.71875 0 4 4.125 11 10.9375 1 6.34375 "OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"18" 17 0 1393250 24795 4635 0 26591.21875 4370.6875 0 4 4.03125 11 10.625 2 6.78125 "OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"19" 18 0 1464806 24795 4635 0 26500.875 4374.375 0 4 4.03125 11 10.5625 3 7.3125 "OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR NOT event_type=>CONTEXT_SENSOR_CONNECTIVITY OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|AND  mail_has_attachment=true OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR  bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"20" 19 0 1527925 24749 4636 0 26416.34375 4364.84375 0 4 4 11 10.4375 1 7.71875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"21" 20 0 1593892 24749 4636 0 26416.34375 4364.84375 0 4 4 11 10.4375 2 8.71875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"22" 21 0 1659274 24749 4636 0 26413.3125 4364.84375 0 4 4 11 10.4375 3 9.15625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"23" 22 0 1722775 24749 4636 0 26375.8125 4384.125 0 4 4 11 10.5625 4 9.65625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"24" 23 0 1780525 24749 4636 0 26253.03125 4432 0 4 4.09375 11 10.75 5 9.8125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"25" 24 0 1841459 24749 4636 0 26253.03125 4432 0 4 4.09375 11 10.75 6 10.8125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"26" 25 0 1899290 24749 4636 0 25992.75 4456.40625 0 4 4.09375 11 10.6875 7 9.53125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"27" 26 0 1942985 24749 4636 0 25900.21875 4457.4375 0 4 4.125 11 10.5625 8 9.5625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"28" 27 0 1999213 24749 4636 0 25900.21875 4457.4375 0 4 4.125 11 10.5625 9 10.5625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"29" 28 0 2040209 24749 4636 0 25871.90625 4462.09375 0 4 4.125 11 10.5625 10 11.03125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"30" 29 0 2096432 24749 4636 0 25660.625 4444.28125 0 4 4.125 11 10.1875 11 9.59375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"31" 30 0 2155328 24749 4636 0 25660.625 4444.28125 0 4 4.125 11 10.1875 12 10.59375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"32" 31 0 2218931 24749 4636 0 25644.25 4439 0 4 4.125 11 10.125 13 11.3125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"33" 32 0 2255732 24749 4636 0 25448.1875 4401.9375 0 4 4.0625 11 9.6875 14 9.65625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"34" 33 0 2308496 24749 4636 0 25391.75 4401.34375 0 4 4.0625 11 9.625 15 9.875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"35" 34 0 2391631 24749 4636 0 25348.375 4410.4375 0 4 4.09375 11 9.625 16 10.4375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"36" 35 0 2457291 24749 4636 0 25321.15625 4406 0 4 4.09375 11 9.5625 17 11.21875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"37" 36 0 2515537 24749 4636 0 25256.65625 4388.125 0 4 4.0625 11 9.375 18 11.15625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"38" 37 0 2575528 24749 4636 0 25220.3125 4368.71875 0 4 4 11 9.25 19 11.625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"39" 38 0 2630421 24749 4636 0 25200.6875 4378.1875 0 4 4 11 9.3125 20 12.25 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"40" 39 0 2707752 24749 4636 0 25192.375 4386.5 0 4 4 11 9.375 21 13.21875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"41" 40 0 2752744 24749 4636 0 25189.28125 4386.625 0 4 4 11 9.375 22 12.46875 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"42" 41 0 2812221 24749 4636 0 25181.40625 4394.5 0 4 4 11 9.4375 23 13.15625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"43" 42 0 2887690 24749 4636 0 25181.125 4394.53125 0 4 4 11 9.4375 24 14.09375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"44" 43 0 2942827 24749 4636 0 25181.125 4394.53125 0 4 4 11 9.4375 25 15.09375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"45" 44 0 2999263 24749 4636 0 25178.6875 4394.53125 0 4 4 11 9.4375 26 15.84375 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"46" 45 0 3054955 24749 4636 0 25131.96875 4414.03125 0 4 4 11 9.5625 27 16.25 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"47" 46 0 3123356 24749 4636 0 25129.4375 4413.96875 0 4 4 11 9.5625 28 15.8125 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"48" 47 0 3198184 24749 4636 0 25111.78125 4423.4375 0 4 4 11 9.625 29 16.15625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"49" 48 0 3271158 24749 4636 0 25097.0625 4425.125 0 4 4 11 9.625 30 16.5625 "OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT device_owned_by=>COMPANY OR NOT device_screen_timeout<1703 THEN=GRANTED|AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|OR  event_type=>SECURITY_PROPERTY_CHANGED AND NOT bluetoothConnected=false OR NOT device_screen_timeout<1703 THEN=GRANTED|" "fold5"
"50" 49 0 3330235 24631 4655 0 25076.9375 4435.21875 0 4 4 11 9.6875 1 17.46875 "OR  bluetoothConnected=true AND  device_screen_timeout<1703 THEN=GRANTED|AND NOT event_type=>SECURITY_PROPERTY_CHANGED OR  bluetoothConnected=true AND  device_screen_timeout<1703 THEN=GRANTED|OR NOT bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|OR NOT mail_has_attachment=true OR NOT bluetoothConnected=false AND  device_screen_timeout<1703 THEN=GRANTED|" "fold5"
